cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
42209,SPRING,0,MATH,280y,"Topics in Symplectic Geometry",1f91cf8d866883666175270ea50cdc1a,"Symplectic geometry has grown into an important branch of mathematics due to its intimate relationship with physics. A focus on symplectic enumerative invariants and Lagrangian Floer theory, which have great developments in recent years brought by string theory and mirror symmetry.",,,"M., W., 2:30-4","Science Center",111
42215,SPRING,0,HEB,1416,"The Neurobiology of Sociality: Seminar",ef4edb25fa7cda3c8bc84fc4aa77a0d0,"Recent research has illuminated the neural mechanisms underpinning sociality and social behavior in humans and other animals. In this seminar we will discuss publications that address modifications to neural structure and function as a result of behavioral specializations among taxa in relation to their social complexity or among individuals within species as a function of their social condition. This course will emphasize the value of approaching neurobiology from an evolutionary perspective and understanding the selective pressures that have shaped our mind, brain, and behavior.","Previous or concurrent registration in Molecular and Cellular Biology 80 strongly recommended.","Can be taken by Human Evolutionary Biology concentrators as a Junior Research Seminar. Open to graduate students.","W., 2:30-5:30","University Museum","105 (Daly Seminar Rm)"
4222,FALL,0,LING,98a,"Group Tutorial - Junior Year",fc33fb29a8029a4dce510f312600015e,"Meets as two six-week small-group tutorials, both held in the fall term, each covering one of the areas of linguistics listed under Linguistics 97r.",,"Required of concentrators.","Hours to be arranged.",,
4222,SPRING,0,LING,98a,"Group Tutorial - Junior Year",fc33fb29a8029a4dce510f312600015e,"Meets as two six-week small-group tutorials, both held in the fall term, each covering one of the areas of linguistics listed under Linguistics 97r.",,"Required of concentrators.","Hours to be arranged.",,
42237,SPRING,0,ANTHRO,1632,"Contemporary South Asia",67fbd5ba89d40de37158a9a160311edb,"This course will survey issues in the anthropology of contemporary South Asia. We will examine how political, economic and cultural changes have shaped social life in the Subcontinent. Topics will include religion, gender and sexuality, urbanization, inequality and development, and popular culture.",,"No previous background in anthropology is required.","M., W., at 10","William James Hall",474
42244,SPRING,0,HIST,1035,"Byzantine Civilization",3f9a9d08d7d742b20abd3cf602ed37d2,"The Byzantine (Eastern Roman) Empire outlived the fall of Rome by a thousand years. In what ways did Byzantium preserve the institutions and politics of imperial Rome? In what ways was it a medieval civilization? How did Byzantium's professional armies, able diplomats, and brilliant intellectuals ensure its survival and renewed expansion? This course traces the story of the Byzantine Empire between c. 600 and 1453, setting it in the context of medieval and world history.",,"This course, when taken for a letter grade, meets the General Education requirement for Societies of the World. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., at 11, and a weekly section on Thursday at 2:00.","Sever Hall",214
4225,FALL,0,GENETIC,201,"Principles of Genetics",50b94d8368fd5323c02a164fc249ed35,"An in-depth survey of genetics, beginning with basic principles and extending to modern approaches and special topics. We will draw on examples from various systems, including yeast, Drosophila, C. elegans, mouse, human and bacteria.",,"Intended for first-year graduate students. Offered jointly with the Medical School as GN 701.0.","M., W., F., 9-10:30","HMS - Bldg C1","Cannon Room"
42288,FALL,0,HBTM,355,"Epigenetic Mechanisms in Mammalian Development",b62f3534ed4a96ab02ba8869b9bf5d1f,,,,,,
42288,SPRING,0,HBTM,355,"Epigenetic Mechanisms in Mammalian Development",b62f3534ed4a96ab02ba8869b9bf5d1f,,,,,,
42317,FALL,0,GOV,1545,"Gender and Politics",6800c705570ba59338a5bd3eb5e42203,"This course investigates the role of gender in American politics. Topics covered include the roles of women and men as citizens and as political elites; the nineteenth and twentieth century movements on behalf of the collective political interests of women; and, in the second half of the course, the politics of public policies having an explicit gender dimension--among them, various workplace issues, equal educational opportunity, family matters, reproductive issues, and sexual assault.",,,"Tu., Th., 10-11:30",CGIS-South,"S-010 Lecture Hall"
4234,SPRING,1,UYGHUR,120B,"Intermediate/Advanced Uyghur",62da2b4f7b89c047307df379cd365724,"Continuation of Uyghur 120A.","Uyghur 120A or permission of instructor.",,"Tu., Th., 8:30-10",,
4235,SPRING,0,FRSEMR,23l,"Medicine, Law, and Ethics: An Introduction",62d37c88bd894fa76248a74365b260a1,"Explores medical, legal, and ethical aspects of medical care, with particular attention to medical decision-making at the beginning and end of life, participants in research on human subjects, human reproductive technologies, mental illness, and experimentation on animals. Historical background of present-day medical practices and relevant law to be discussed.","All students are welcome, but this seminar is particularly geared to pre-medical and pre-law students. Students are advised that this course is intended to be introductory.","Open to Freshmen only.","M., Th., 7-9 p.m.",CGIS-Knafel,K-107
4238,SPRING,0,ANTHRO,2070b,"Case Studies and Research Proposal Preparation",fd043baeb07c6e397cf2549816223931,"Seminar for graduate students that will focus on grant and paper writing, and will also include selected case studies.",,"Anthropology 2070a is commonly taken before Anthropology 2070b, but is not a prerequisite. Required of students in the Archaeology Program of Anthropology; open to other graduate students and advanced undergraduates with permission of instructor.","Th., 10-12","Peabody Museum",57-E
42391,FALL,1,WOMGEN,1433,"Topics in Advanced Performance Studies: Gender and Sexuality",624ec9b905eeb8a41a236d146573b121,"In this seminar, we will listen to and participate in current conversations in Performance Studies about gender and sexuality, especially as both these categories intersect with race. Topics include affect, time, and material culture; reading includes works by Eve Kosofsky Sedgwick, E. Patrick Johnson, Judith Halberstam, Jose Esteban Munoz, Heather Love, Elizabeth Freeman, Susan Leigh Foster, and Lawrence La Fountain-Stokes. This is an advanced course intended for graduate students and upper-level undergraduates.","Prerequisite for undergraduates: ""Gender and Performance"" (General Education/Aesthetic and Interpretive Understanding 26), WGS sophomore tutorial, or permission of the instructor.",,"W., 1-3",,
4241,SPRING,0,GOV,1295,"Comparative Politics in Latin America",3d27de2a8fd5e5ed62cf9958612d777e,"Examines dynamics of political and economic changes in modern Latin America, focusing on Argentina, Brazil, Chile, Cuba, Mexico and Venezuela. Topics include the rise of populism and import-substituting industrialization, revolutions and revolutionary movements, the causes and consequences of military rule, the politics of economic reform, democratic transitions, and democratic consolidation. The course analyzes these phenomena from a variety of different theoretical perspectives, including cultural, dependency, institutionalist, and leadership-centered approaches.",,"This course, when taken for a letter grade, meets the General Education requirement for Societies of the World or the Core area requirement for Social Analysis.","Tu., Th., 10-11:30",CGIS-South,"S-010 Lecture Hall"
42426,SPRING,0,EXPOS,20.204,"Evolutionary Leaps",bc80b981ee4d402ca2aa3b5ee7f7f730,"Evolution occurs in infinitesimal steps, but in hindsight certain evolutionary ""moments"" stand out as great leaps. Fish ventured onto land. Birds took flight. An ape-like ancestor became...us. In this course, we'll investigate these three pivotal moments through hands-on encounters with fossils. You'll meet a 300-million-year-old fossil fish, and learn why Harvard scientists scoured the Arctic to find it. You'll hold one of the world's oldest feathers and discuss what it reveals about how flight began. And through independent research, you'll tackle a question discussed since Darwin's time: what makes us special? What would you claim is the human evolutionary leap?",,,"Tu., Th., at 11","Robinson Hall",107
4243,FALL,0,APMTH,322,"Biological Applications of Mathematics and Automatic Computers",9ad1f9bf1012cba70b9d962118f53090,,,,,,
4243,SPRING,0,APMTH,322,"Biological Applications of Mathematics and Automatic Computers",9ad1f9bf1012cba70b9d962118f53090,,,,,,
42449,SPRING,1,CULTR&BLF,56,"The Culture of Capitalism",5fcd1f48f3a54ebfe504ba8649213dae,"The course asks how cultural products, including literature, theater and film have captured the spirit of capitalism-fuelling its fantasies, contemplating its effects, and chronicling its crises. More than just an economic system, capitalism created new habits of life and mind as well as new values, forged and distilled by new forms of art. Core readings by Defoe, Franklin, O'Neill, Rand, Miller, and Mamet and background readings by Smith, Marx, Taylor, Weber, Keynes, and Hayek.",,"This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past. This course, when taken for a letter grade, meets the Core area requirement for Literature and Arts C.","M., W., at 11, and a weekly section to be arranged.",,
42451,FALL,0,ENGLISH,279,"Modern and Contemporary Poets: Graduate Seminar",c52476beecb36712d85097fc658f5ff9,"Major poets and poems from T.S. Eliot and Robert Frost almost to the present day: we may also read, among others, William Carlos Williams, Wallace Stevens, Elizabeth Bishop, Robert Lowell, Lorine Niedecker, Gwendolyn Brooks, James Merrill and John Ashbery. Appropriate both for students who know some of these poets well, and for those relatively new to the study of poems.",,,"Th., 1-3","Barker Center","269 (Larsen Room)"
42458,FALL,0,HEBREW,226r,"Seminar in Jewish Studies",f54a769ee52d727e0cfd4c1fb2382246,"An overview of the methods, questions, and controversies in the field of Jewish Studies over the last two centuries. Topic for 2013-14: Mishnah Eduyot and the beginnings of the Mishnah, with special attention to the history of scholarship and issues of method.","Facility in reading rabbinic Hebrew. Permission of the instructor required for all students.",,"Hours to be arranged",,
42465,FALL,0,SHBT,303,"Sensory coding, and feedback control, in the mammalian cochlea; mechanisms of sensorineural hearing loss.",2fc05df9538c709b527a7657ae5aff18,,,,,,
42465,SPRING,0,SHBT,303,"Sensory coding, and feedback control, in the mammalian cochlea; mechanisms of sensorineural hearing loss.",2fc05df9538c709b527a7657ae5aff18,,,,,,
42469,FALL,0,TAM,102a,"Intermediate Tamil",827ba0faf46a2509c4325f1eb8bd477c,"Second year Tamil will focus on reading, writing, and speaking at an intermediate level. Students will read Tamil essays, short stories, and published literature as well as materials from the Tamil folk tradition. There will also be a significant emphasis on using spoken and written Tamil. Tamil cinema and audiovisual materials presenting contemporary and traditional Tamil culture will be used as supplementary class material.",,,"M., W., F., at 2","Bow St., 1",317
4248,FALL,0,OEB,303,"Theoretical Population Genetics",7be73143c5a10ad8e4ea705eec81d60a,,,,,,
4248,SPRING,0,OEB,303,"Theoretical Population Genetics",7be73143c5a10ad8e4ea705eec81d60a,,,,,,
42489,FALL,1,SOCIOL,267,"Political Sociology",,"This course examines power relations between (and within) society and the state. We will focus on nation-state formation, revolutions, social movements, ideology and political attitudes, welfare state policies, and globalization, while interrogating the major theoretical traditions that have shaped the sociological study of politics.",,,"Th., 2-4",,
4249,FALL,0,VES,70,"The Art of Film",7ee315cd84690f3848f0513bb2565bb9,"An introductory course with a new focus on the language of visual media. It will provide the students with the critical tools and analytical skills of a 'visual literacy'-a new competence that enables them to respond both critically and creatively to our complex media environment. We will look at the changing media landscapes in the 20th and 21st centuries with a special focus on the interrelations between film, media, and the visual arts.",,"No background in film history or theory necessary. Required for all students concentrating in Film Studies. This course has an additional weekly film screening Tuesday, 7 pm-9:30 pm. This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or the Core area requirement for Literature and Arts B.","M., W., at 10, a weekly film screening Tu., 7-9:30 p.m., and a weekly section to be arranged","Carpenter Center",B-04
42512,FALL,0,CHEM,326,"Physical Chemistry and Atomic Physics",afdde07af3d458f2ce08ebc6adc21186,,,,,,
42512,SPRING,0,CHEM,326,"Physical Chemistry and Atomic Physics",afdde07af3d458f2ce08ebc6adc21186,,,,,,
4252,FALL,0,NEUROBIO,367,"Neocortical Development and Regeneration",f74141b56d6ed240e8a6497197849d55,,,,,,
4252,SPRING,0,NEUROBIO,367,"Neocortical Development and Regeneration",f74141b56d6ed240e8a6497197849d55,,,,,,
4253,FALL,0,PHYSICS,343a,"Observational Cosmology and Experimental Gravitation",c423338381573ac449e23a5aa99dce4f,,,,,,
4253,SPRING,0,PHYSICS,343a,"Observational Cosmology and Experimental Gravitation",c423338381573ac449e23a5aa99dce4f,,,,,,
4254,FALL,0,ENG-SCI,313,"Image Processing and Computer Vision",2c9aa22a2d066d6e5b72b083721f96c7,,,,,,
4254,SPRING,0,ENG-SCI,313,"Image Processing and Computer Vision",2c9aa22a2d066d6e5b72b083721f96c7,,,,,,
4255,FALL,0,SCAND,98,"Tutorial - Junior Year",4668a1de762597aae41cbe52d65f3174,"Group or individual tutorial designed to supplement course work and to develop analytical techniques.",,"Permission of the Director of Undergraduate Studies for Scandinavian required.","Hours to be arranged",,
4255,SPRING,0,SCAND,98,"Tutorial - Junior Year",4668a1de762597aae41cbe52d65f3174,"Group or individual tutorial designed to supplement course work and to develop analytical techniques.",,"Permission of the Director of Undergraduate Studies for Scandinavian required.","Hours to be arranged",,
4258,FALL,0,APPHY,339,"Topics in Electromagnetic Theory",3bac5f219533652ba1cc8a0e5b206c5f,,,,,,
4258,SPRING,0,APPHY,339,"Topics in Electromagnetic Theory",3bac5f219533652ba1cc8a0e5b206c5f,,,,,,
4259,SPRING,0,ITAL,102,"Italian Pop: Comics, Mass Media, Folk Culture",5bed27c442577c6ba60c601caa9f0dcb,"Introduction to Italian popular culture through songs, TV shows, comics, popular films and fiction. We will discover and analyze competing inscriptions of ""Italianness"" and the ongoing creation of their meaning over the past half-century. We will read texts in the socio-historical context of the miracolo economico of the early sixties, the political upheaval of the late sixties and seventies, the riflusso of the eighties, the political glasnost of the nineties, up to contemporary times.","Italian 50; a score above 750 on the SAT II test or the Harvard Placement test; or permission of course head.","Conducted in Italian. Appropriate for concentrators in the Italian Studies and Romance Studies tracks, as well as for students pursuing a secondary field in Italian.","Tu., Th., 10-11:30","Sever Hall",308
4260,SPRING,0,LING,241r,"Practicum in Linguistics",dafc295d43fe0cf61ea8aaee751f5c07,"Presentation of reports on current research or assigned topics.",,"Required of second- and third-year Linguistics graduate students.","W., 3-5",,
42612,SPRING,0,CHNSE,280,"Teaching Chinese as a Foreign/Second Languages",e26ea6b8f972d9248275e674b64c5669,"This course is designed to introduce students to the theory and practice of teaching Chinese as a foreign/second language. It seeks to help students gain an understanding of the current issues and research about Chinese language instruction in the US.",,,"F., 10-12",,
42619,FALL,0,EXPOS,20.176,"Social Worlds of Friendship",6f568441b593c47eed67e01bc36ce846,"Most of us appreciate the importance of friendship, but do we really understand how friendships are formed and how they shape our lives? Do friendships hold a larger potential for social transformation? This course explores the meaning and significance of friendship, particularly in terms of personal identity, community building, and social change. We will explore classical ideas about friendship and delve into contemporary issues such as friendship and difference, changes in personal communities, and the challenge that friendship poses to traditional relational forms.",,,"Tu., Th., at 11","Memorial Hall",302
4262,FALL,0,PSY,2580r,"Affective Forecasting: Research Seminar",c88290f8b18baff4e72ecbc38380f91c,"Topic to be announced.",,"Open to students working on research in the instructor's laboratory.","Hours to be arranged",,
4262,SPRING,0,PSY,2580r,"Affective Forecasting: Research Seminar",c88290f8b18baff4e72ecbc38380f91c,"Topic to be announced.",,"Open to students working on research in the instructor's laboratory.","Hours to be arranged",,
42626,FALL,1,NEUROBIO,309qc,"The molecular pathology and current therapies for retinal diseases",8e5da2c1802668aa617f5e11df91df49,,,"Offered in alternate years. //",,,
42627,SPRING,0,AFRAMER,217,"Graduate Seminar: Themes in Modern African History",8e304e87768a2940020143fea78cc344,"This proseminar introduces students to some of the main themes and core literature in the history of modern Africa. The focus of this proseminar will be on the major questions that have dominated the historiography, as well as current and future trends in the field. Sources and methods will be an implicit part of this course, as will theory, ranging from classical theorists, such as Marx and Weber, to more recent theorists such as the Comaroffs, Chakrabarty, and others. This course is designed to let students sample ways of interpreting the histories of modern Africa, and to provide a framework that will enable them to think critically when reading the field on their own.",,"Undergraduates are permitted to enroll in this course with permission from the instructor.","M., 2-4","Barker Center","230 (Locke Room)"
4263,FALL,0,YIDDISH,200r,"Modern Yiddish Literature",76f43c5d4730d3f254d4b8cdd592f6a4,"An examination of 20th century Yiddish literature from between the world wars, emphasizing the transition from a religiously centered to a largely secular outlook. Materials will be read in Yiddish and the class will be conducted in English.","Reading knowledge of Yiddish required.","Offered jointly with the Divinity School as 3719.","Tu., 2-4","Semitic Museum",201
4264,FALL,0,ANE,310,"Reading and Research in Ancient Near Eastern Archaeology",,,,,,,
4264,SPRING,0,ANE,310,"Reading and Research in Ancient Near Eastern Archaeology",,,,,,,
42651,FALL,1,TURKISH,130a,"Advanced Turkish I",f4229114bc2d1a87a15e4da68ff15c2b,"Gaining and improving advanced language skills in Modern Turkish through reading, writing, listening, and speaking with special emphasis on the proper usage of vocabulary and idiomatic expressions.",,"Not open to auditors.","M., 2-4, W., 2-5",,
42654,FALL,1,HISTSCI,193,"History and Technology of Food Production in Modern America",8fbd4b61fd5d7cdc49697d41bd171e47,"For much of the twentieth century, America has enjoyed a secure, reliable food supply. To be sure, Americans' access to food and the quality of the food they consume vary widely. But food is generally available. Whether found in supermarkets, farmer's markets, convenience stores, or restaurants of every variety, there is an abundance of food and a surfeit of choices. How did this come to be? How did high-yield agriculture develop? How did processed foods find their way to store shelves? To illuminate these questions and more, we will examine the history, technology, and politics of agricultural production throughout the twentieth century. We will also consider contemporary food production practices and ethical dilemmas about how food is produced. Course readings will cover how food has been cultivated, manufactured, and distributed, as well as the human labor behind some of these production stages.",,,"Th., 4-6",,
4266,FALL,0,APPHY,397,"Materials Science",93a60891ae814df3ce94a03459f3d6fa,,,,,,
4266,SPRING,0,APPHY,397,"Materials Science",93a60891ae814df3ce94a03459f3d6fa,,,,,,
42674,FALL,0,BIOPHYS,323,"Transcriptional Regulatory Circuits and Neuronal Circuits in Visual Recognition",2dce3bae5544ee094af4ccb4eaa6087f,,,,,,
42674,SPRING,0,BIOPHYS,323,"Transcriptional Regulatory Circuits and Neuronal Circuits in Visual Recognition",2dce3bae5544ee094af4ccb4eaa6087f,,,,,,
42677,FALL,0,ENGLISH,90co,"Sex and Gender in the Age of Enlightenment: Seminar",e59fbdae32b15651190f5061a2f89943,"We will explore the portrayal and evolution of gender relations and sexual identity in eighteenth-century Britain. This period was one of contradictions: licentious excesses existed alongside behavioral reforms; gender inequalities occurred despite shifting ideas about marriage. Reading poetry, plays, novels, and treatises, we will investigate literature's role in negotiating sexual norms and transgressions, courtship practices, and desire. Authors may include Aphra Behn, Alexander Pope, Samuel Richardson, the Marquis de Sade, Mary Wollstonecraft and Jane Austen.",,,"M., W., at 10","Barker Center",211
4268,FALL,0,ENG-SCI,100,"Engineering Design Projects","063876c2f5543019b6a04716e8381f95,460118378c2936e26df28e59c64b6103,be4b3b93b7e5667a0512d1e7123bc36c","Individual design projects, with multiple realistic constraints, selected to provide experience in the processes and practice of engineering design. Requires proficiency in electronic circuit construction, mechanical fabrication techniques, or software engineering. Students will develop a solution to an open-ended engineering problem which will be demonstrated at the end of the course.","*Engineering Sciences 96.","Ordinarily taken in the senior year. This one-term version of Engineering Sciences 100hf is open only to students in special circumstances. Enrolled students are required to file a proposed project form with the Student Affairs Office, Pierce 110, early in the term. Project approval rests with the SEAS Design Advisory Committee.","Th., 4-6","Pierce Hall",301
4268,SPRING,0,ENG-SCI,100,"Engineering Design Projects","063876c2f5543019b6a04716e8381f95,460118378c2936e26df28e59c64b6103,be4b3b93b7e5667a0512d1e7123bc36c","Individual design projects, with multiple realistic constraints, selected to provide experience in the processes and practice of engineering design. Requires proficiency in electronic circuit construction, mechanical fabrication techniques, or software engineering. Students will develop a solution to an open-ended engineering problem which will be demonstrated at the end of the course.","*Engineering Sciences 96.","Ordinarily taken in the senior year. This one-term version of Engineering Sciences 100hf is open only to students in special circumstances. Enrolled students are required to file a proposed project form with the Student Affairs Office, Pierce 110, early in the term. Project approval rests with the SEAS Design Advisory Committee.","Th., 4-6",,
42703,FALL,0,GENETIC,394,"How transcriptional networks rewire neuronal circuits",2b2526e95316c92bb2bc35c5dd1508e3,,,,,,
42703,SPRING,0,GENETIC,394,"How transcriptional networks rewire neuronal circuits",2b2526e95316c92bb2bc35c5dd1508e3,,,,,,
4271,FALL,1,ENG-SCI,246,Plasticity,1e4cdf5e2cf5bfb71f2b7b747c6974dc,"Phenomenological theories for strain hardening materials; flow and deformation theories. Variational principles and other general theorems. Mechanisms of plastic deformation, physical theories for strain hardening materials, and polycrystals. Ideal plasticity. Boundary value problems, plastic collapse, buckling of structures.","Engineering Sciences 240, or equivalent.",,"Tu., Th., 2:30-4",,
42723,SPRING,1,COMPLIT,265,"A World Lost, A World Regained: German Intellectuals in America",464eb6d20baedf6a51c463dedfe17d5e,"This course will investigate the fruitful yet traumatic encounter between Europe and America in the works of German emigres to the United States in the twenties and thirties. What did they see, what did they fail to see and why.",,,"Hours to be arranged",,
4273,FALL,0,COMPSCI,313,"Visual Computing",eb985b4d2726bc24a44af105688de784,,,,,,
4273,SPRING,0,COMPSCI,313,"Visual Computing",eb985b4d2726bc24a44af105688de784,,,,,,
4274,FALL,0,ENG-SCI,165,"Water Engineering","394a19ddf6ec2c91c62e7c7caec551b6,ea3915c3355582088b5d4249e4eb2318","Introduces the fundamentals of water biology, chemistry, physics and transport processes needed to understand water quality and water purification technologies. Practical instruction in basic water analyses concluding with a final water treatment project in place of exam.","Physical Sciences 1 or Physical Sciences 10 or equivalent and Engineering Sciences 6 or equivalent or with permission of instructor.","Offered jointly with the Design School as SCI-06273.","Tu., Th., 11:30-1","Maxwell Dworkin",221
4275,FALL,0,VES,57r,"Maya Hybrids",14aefa199d85ae75ff6e067aad4eedf1,"This course will offer an introduction to 3D computer animation, and explore hybrid forms of animation and the new thinking they enable.",,"This course has a weekly film screening, Fridays, 1-3 pm.","M. 1-5, and a weekly screening F. 1-3.",,
42752,FALL,0,LITER,131,"The Arab-American Experience in Fiction, Film, and Popular Culture",ab470bf76cbcaa6c681418dd19fa719a,"Since 9/11, there has been an explosion of work about the Arab-American experience. This course will explore that experience as expressed in various cultural forms-fiction, film, comedy acts, graphic novels, memoirs, art installations, and new media. We will pay particular attention to contemporary works, although we will also consider the work of early 20th-century Arab-American writers. Topics include mapping the exilic experience, translation and bilingualism, and the semiotics of food. No knowledge of Arabic is required.",,,"Tu., 1-3","Dana Palmer House","Seminar Room"
4276,FALL,0,PHYSICS,335b,"Topics in the History and Philosophy of Physics",84fa537cd9ede4a89dfcfde9b74d6287,,,,,,
4276,SPRING,0,PHYSICS,335b,"Topics in the History and Philosophy of Physics",84fa537cd9ede4a89dfcfde9b74d6287,,,,,,
4278,FALL,1,SOC-WORLD,41,"Medieval Europe",6b064b2df8489d2df57fdea2678e497d,"This course will examine the emergence of medieval civilization from the ruins of the ancient world, and the evolution of that civilization into modern Europe. Themes include: the fall of Rome, the spread of Christianity, the rise and fall of Byzantium, the challenge of Islam, the Vikings, the Crusades, commerce and agriculture, the Feudal Revolution, the Twelfth Century Renaissance, spirituality and persecution, the origins of law and government, the Black Death, and the Italian Renaissance.",,"This course, when taken for a letter grade, meets the General Education requirement for Societies of the World or Culture and Belief, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past. This course, when taken for a letter grade, meets the Core area requirement for Historical Study B.","M., W., (F.), at 11, and a weekly section to be arranged.",,
42781,FALL,1,STAT,342,"Causal Graphs in Low and High Dimensions",66fb28380f3add57fcdf764fd9f4a9de,"Papers in this area will be read with a skeptical but judicious eye. When could these methods offer something tangible, when might they fail, and how can we know in which circumstance we lie?",,,,,
4281,FALL,0,FRSEMR,43w,"History, Nationalism, and the World: the Case of Korea",ae5110a17bc482ed0b35226e95c6ecb1,"The colonialism and postcolonial division of Korea into North and South thrust the memory of past events into current political discussions as well as scholarly debates. This seminar investigates selected events in Korean history to map the interaction between historical writing and politics and to address questions such as why historians have emphasized certain periods and aspects of Korean history while ignoring others.",,"Open to Freshmen only. All reading will be in English.","M., 3-6","Divinity Ave., 2",212
4283,FALL,0,CHNSE,120a,"Intermediate Modern Chinese",cf5239e004ff68f8f0a023f66e201961,"Modern texts, conversation, reading, and composition.","Chinese Bb or equivalent.","No auditors. May not be taken Pass/Fail.","Sections Tu., Th., at 10, 12 or 2, and Drill M., W., F., at 10, 11, 12, or 2.",Vanserg,28
42851,SPRING,0,SOC-STD,98of,"Democracy and the Psychology of Inequality",80e86eea13175e1f339f22245a4c8a8b,"This course explores individuals' and societies' responses to economic inequality in the context of democracy. Why is economic inequality met in some democracies and at some times with discontent and in other democracies and at other times with acceptance or even celebration? How do the sources and structure of economic inequality shape citizens' reactions to it? And do citizens' responses to inequality then actually shape politics and public policymaking in democracies? In investigating these questions, we examine research from political science, social psychology and economics conducted in Sub Saharan Africa, the United States, Western and Eastern Europe, and India.",,"This course will be lotteried.","Hours to be arranged",,
42879,SPRING,1,HIST,1326,"The Frankfurt School and Religion: Conference Course",f27606fe234e2db3231aca9bb8a0a0ae,"This course examines major thinkers and themes associated with the Frankfurt School - Adorno, Horkheimer, Benjamin, and Habermas. We will focus primarily on their theoretical writings concerning the status of religion in political modernity and the significance of theological concepts for modern social theory.",,"This course is open only to students of junior or senior standing, and to graduate students.","Hours to be arranged",,
4288,FALL,0,MCB,292,"Cellular Biology, Neurobiology and Developmental Biology","4ed9a5b9d4f879952c398f7d296342ef,7ab2cc86f8e31836ba3d96dc9c847ec5,abb54a5d27e0fa618251725fb90f1cd0","The biology of the individual cell lies at the heart of multi-cellular phenomena such as development and neural function. This course will emphasize critical evaluation of the primary literature, experimental design and scientific writing.",,"Required for first year graduate students in the Molecules, Cells and Organisms (MCO) Training Program.","Tu., Th., 10-11:30","Biological Labs",2080/2082
4294,FALL,0,GERMAN,A,"Beginning German",c6f2d2ffa9313ac48deab17d6a361834,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities.",,"The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule. May not be taken Pass/Fail. Not open to auditors.","M. through Th., sections at 9, 10, or 11.","Barker Center","024 (Mcfadden Room)"
4294,SPRING,0,GERMAN,A,"Beginning German",c6f2d2ffa9313ac48deab17d6a361834,"An introduction to German language and culture designed for students with little or no knowledge of the language. Encompasses all four skills: speaking, listening, reading, and writing. Class sessions emphasize the development of oral proficiency. Instruction is supplemented by literary and non-literary texts, videos, and Internet activities.",,"The first half of this course may not be taken as a half course for credit toward the AB degree; there are no exceptions to this rule. May not be taken Pass/Fail. Not open to auditors.","M. through Th., sections at 9, 10, or 11.",,
4295,FALL,0,CHEM,318,"Organic Chemistry",d1a57eaebcba23cb3664576b45d07c53,,,,,,
4295,SPRING,0,CHEM,318,"Organic Chemistry",d1a57eaebcba23cb3664576b45d07c53,,,,,,
42977,FALL,0,SCI-LIVSYS,22,"Human Influence on Life in the Sea","bdee9ebfe496595b8d0eaefc7862139d,c551df6869bdd7d4f1a95381fad5279d","Many important marine fish stocks are over-harvested and their futures are in doubt. Other human activities, such as pollution and anthropogenic climate change, are also affecting the stability and productivity of marine ecosystems. This course will ask what we need to know about the causes and effects of anthropogenic change to best protect marine ecosystems and ensure sustainable harvests from the sea.",,"This course, when taken for a letter grade, meets the Core area requirement for Science B.","Tu., Th., 11:30-1, and a weekly two-hour section or lab to be arranged.","Northwest Building",B108
4299,FALL,0,BCMP,310,"Molecular and Cellular Mechanisms of Insulin Action",a8b5c204cc2c30fdf1d5d5ad23e0aef2,,,,,,
4299,SPRING,0,BCMP,310,"Molecular and Cellular Mechanisms of Insulin Action",a8b5c204cc2c30fdf1d5d5ad23e0aef2,,,,,,
43026,FALL,1,OEB,282,"Genomics and Evolution of Infectious Disease (Graduate Seminar in General Education)",9460cf67a1d4e0b8aaebc0fc238db3a7,"Infectious diseases rapidly evolve to evade our immune systems, drugs, and vaccines, to remain agents of great morbidity and mortality. We will investigate the genome evolution of these pathogens and our intervention strategies for them past and present, with case examples from avian flu, malaria, TB, lassa fever and more. The seminar will design and develop a General Education course on these themes for undergraduates.",,,"Tu., 2-4",,
4303,FALL,1,ASTRON,201a,"Stellar and Planetary Astrophysics",9a34a951114d5b5a00ec9b89bd56783b,"Stars are the basic building blocks of the universe, and they are responsible for the production of most elements via nucleosynthesis. This course covers the energy generation and transport in stars, stellar atmospheres and radiative transfer, stellar evolution, and asteroseismology. The Sun and its heliosphere are also studied as the closest and best-studied examples of a star and its circumstellar plasma. This course also provides a brief survey of planetary astrophysics, including the dominant processes acting in the interiors and atmospheres of planets in our own solar system and in others.","Astronomy 200 (may be taken concurrently).","This course offered in alternate years.","Tu., Th., 2:30-4",,
43059,FALL,0,MICROBI,353,"Development and delivery of RNA therapeutics",2dc15ac0e1f987072f946555f3bbcd0e,,,,,,
43059,SPRING,0,MICROBI,353,"Development and delivery of RNA therapeutics",2dc15ac0e1f987072f946555f3bbcd0e,,,,,,
